Site,Project,Project_Code,Stage,Site_Type,Resource_Oz_Au,Resource_Mt,Resource_Grade_gpt,Reserve_Oz_Au,Reserve_Mt,Reserve_Grade_gpt,Resource_Categories,Resource_Statuses,Estimate_Date,Distance_km,Nearest_FRS_Cluster,Dist_Edna_May_Mill_km,Dist_Lake_Johnston_Plant_km,Latitude,Longitude,Primary_Owner,All_Owners,N_Latest_Rows,N_Total_Historical
Waihi S,Davyhurst,J00084,Shut,Mine,70526,0.914,2.4,0,0,0.0,Resource,"Indicated, Inferred",30/06/2008,24.0,30,232.6,241.4,-30.041357,120.636607,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,8
Combo,South Kalgoorlie Operations,J00276,Proposed,Mine,70504,1.534,1.43,0,0,0.0,Resource,Inferred,27/10/2017,28.0,15,252.4,160.9,-30.944328,121.315687,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,1,1
Tindals UG,Coolgardie,J00014,Shut,Mine,70483,0.68,3.22,0,0,0.0,Resource,"Indicated, Inferred, Measured",31/12/2019,14.5,15,238.3,150.5,-30.987016,121.174014,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,9,26
Aspacia,Menzies,J01011,Shut,Mine,70154,1.375,1.59,0,0,0.0,Resource,"Indicated, Inferred",17/04/2024,15.9,29,285.3,284.4,-29.690609,121.01268,FMR INVESTMENTS PTY LIMITED,FMR INVESTMENTS PTY LIMITED; Brightstar Resources Limited (100.00%); Horizon Minerals Limited; Menzies Operational and Mining Pty Ltd; Bml Ventures Pty Ltd,2,4
Greenfields Pit,Coolgardie,J00014,Operating,Mine,68800,1.587,1.35,23856,0.53,1.4,Resource,"Indicated, Measured",31/12/2024,17.4,15,241.8,157.1,-30.932811,121.200923,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,2,23
Golden Point,Edna May - Westonia,J00357,Undeveloped,Deposit,68481,2.5,0.85,0,0,0.0,Resource,"Indicated, Inferred",28/02/2022,21.2,70,1.5,197.1,-31.293097,118.704509,Ramelius Resources Ltd,"Evolution Mining Limited (Royalties%); Ramelius Resources Ltd (100.00%); Edna May Operations Pty Ltd; Royal Gold, Inc. (Royalties%)",2,2
Noble,South Kalgoorlie Operations,J00276,Shut,Mine,68057,0.784,2.7,30910,0.253,3.8,Resource,Measured,31/12/2000,20.9,15,244.4,152.3,-30.997396,121.241007,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,1,2
Flora Dora,Randalls - Mt Monger,J00251,Proposed,Mine,68015,0.778,2.72,68015,0.778,2.72,Reserve,"Probable, Proven",30/06/2025,48.4,25,335.7,208.1,-31.049281,122.214631,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,2,2
Nemesis,Kanowna -Golden Valley,J00181,Undeveloped,Deposit,67549,0.91,2.31,0,0,0.0,Resource,"Indicated, Inferred, Measured",01/10/1999,31.8,25,288.5,208.2,-30.598404,121.609506,Perilya Ltd,Perilya Ltd; Cove Mining NL; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd (Royalties%); Northern Star (Kanowna) Pty Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd (Royalties%),3,3
Crake,Teal - Peyes Farm,J01699,Undeveloped,Deposit,66395,1.416,1.46,0,0,0.0,Resource,"Indicated, Inferred",07/09/2021,41.3,15,262.6,181.9,-30.759133,121.380044,Horizon Minerals Limited,Horizon Minerals Limited (100.00%),2,7
Sovereign,Kal East,J02818,Undeveloped,Deposit,65935,1.427,1.44,0,0,0.0,Resource,Inferred,09/03/2021,23.1,25,312.4,200.4,-30.900622,121.944673,Silver Lake Resources Ltd,Silver Lake Resources Ltd; Black Cat (Bulong) Pty Ltd; Black Cat Syndicate Limited (100.00%),2,2
Cornishman UG,Marvel Loch - Southern Cross,J00226,Proposed,Mine,65391,0.473,4.3,65391,0.473,4.3,Reserve,Probable,25/07/2016,10.2,77,62.8,149.1,-31.275155,119.35756,Minjar Gold Pty Ltd,"Newcrest Mining Limited (Royalties%); Adelong Gold Limited (Royalties%); Minjar Gold Pty Ltd; Royal Gold, Inc. (Royalties%); Barto Gold Mining Pty Ltd (100.00%); Shandong Tianye Group Bid Co Pty Ltd; International Royalty Corporation (Royalties%)",1,1
Sandalwood N,Ora Banda,J04664,Shut,Mine,65382,1.64,1.24,0,0,0.0,Resource,Inferred,31/12/2013,44.9,16,247.7,209.4,-30.389807,121.063114,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Zijin Mining Group; Paddington Gold Pty LIMIted,1,1
Aquarius,Marvel Loch - Southern Cross,J00226,Care and Maintenance,Mine,65356,0.616,3.3,65356,0.616,3.3,Reserve,Probable,25/07/2016,13.3,77,59.4,151.8,-31.271345,119.322019,Minjar Gold Pty Ltd,"Newcrest Mining Limited (Royalties%); Adelong Gold Limited (Royalties%); Minjar Gold Pty Ltd; Royal Gold, Inc. (Royalties%); Barto Gold Mining Pty Ltd (100.00%); Shandong Tianye Group Bid Co Pty Ltd; International Royalty Corporation (Royalties%)",1,1
Harrys Hill,Aldiss - Karonie,J00184,Operating,Mine,64568,0.894,2.25,0,0,0.0,Resource,"Indicated, Inferred",30/06/2020,30.3,28,368.4,234.7,-31.044997,122.558038,MOTO GOLDMINES AUSTRALIA PTY LTD,MOTO GOLDMINES AUSTRALIA PTY LTD; Vault Minerals Limited (100.00%); Barrick Gold Corp.,2,28
Teal,Teal - Peyes Farm,J01699,Care and Maintenance,Mine,64301,0.8,2.5,0,0,0.0,Resource,Inferred,24/10/2018,46.2,15,264.8,188.9,-30.689624,121.382034,Horizon Minerals Limited,Horizon Minerals Limited (100.00%),1,18
Pennys Find UG,Pennys Find,J01376,Proposed,Mine,62836,0.428,4.57,0,0,0.0,Resource,"Indicated, Inferred",29/12/2023,18.7,25,314.9,228.2,-30.53085,121.873865,Black Mountain Gold Limited,Raiden Resources Limited (Royalties%); Igo Nova Holdings Pty Ltd (Royalties%); Black Mountain Gold Limited; Empire Resources Ltd (Royalties%); Gorilla Gold Mines Ltd (Royalties%); Horizon Minerals Limited (100.00%),2,9
Crown,Kal East,J02818,Undeveloped,Deposit,62205,1.382,1.4,0,0,0.0,Resource,Inferred,02/09/2021,24.1,25,310.5,198.5,-30.910185,121.926918,Silver Lake Resources Ltd,Silver Lake Resources Ltd; Black Cat (Bulong) Pty Ltd; Black Cat Syndicate Limited (100.00%),1,1
Hillside,Coolgardie,J00014,Proposed,Mine,61819,0.437,4.4,0,0,0.0,Resource,Inferred,31/12/2019,14.7,15,239.2,154.5,-30.948153,121.175796,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,1,2
Pennys Find,Pennys Find,J01376,Care and Maintenance,Mine,60953,0.248,7.64,0,0,0.0,Resource,"Indicated, Inferred",14/12/2017,18.7,25,314.9,228.1,-30.531386,121.873575,Black Mountain Gold Limited,Raiden Resources Limited (Royalties%); Igo Nova Holdings Pty Ltd (Royalties%); Black Mountain Gold Limited; Empire Resources Ltd (Royalties%); Gorilla Gold Mines Ltd (Royalties%); Horizon Minerals Limited (100.00%),2,11
Six Mile,Kanowna -Golden Valley,J00181,Shut,Mine,59800,1.24,1.5,0,0,0.0,Resource,Inferred,01/07/2015,39.3,25,282.2,206.4,-30.580071,121.534192,Perilya Ltd,Perilya Ltd; Cove Mining NL; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd (Royalties%); Northern Star (Kanowna) Pty Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd (Royalties%),1,1
Gunga W,Gunga West,J06676,Shut,Mine,59672,1.19,1.56,0,0,0.0,Resource,"Indicated, Inferred",04/02/2020,19.3,15,243.6,159.7,-30.911832,121.215113,FMR INVESTMENTS PTY LIMITED,FMR INVESTMENTS PTY LIMITED (100.00%),2,12
Tank,Aldiss - Karonie,J00184,Operating,Mine,59206,1.097,1.68,0,0,0.0,Resource,Indicated,30/06/2024,27.7,28,368.2,233.2,-31.071011,122.559452,MOTO GOLDMINES AUSTRALIA PTY LTD,MOTO GOLDMINES AUSTRALIA PTY LTD; Vault Minerals Limited (100.00%); Barrick Gold Corp.,2,17
Ruapehu,Marvel Loch - Southern Cross,J00226,Shut,Mine,58984,0.41,4.47,0,0,0.0,Resource,"Indicated, Inferred",25/07/2016,13.8,77,58.7,154.7,-31.242305,119.311709,Minjar Gold Pty Ltd,"Newcrest Mining Limited (Royalties%); Adelong Gold Limited (Royalties%); Minjar Gold Pty Ltd; Royal Gold, Inc. (Royalties%); Barto Gold Mining Pty Ltd (100.00%); Shandong Tianye Group Bid Co Pty Ltd; International Royalty Corporation (Royalties%)",2,4
Navajo N,Binduli,J00019,Shut,Mine,58849,1.084,1.69,0,0,0.0,Resource,"Indicated, Measured",31/08/2000,38.6,15,261.9,176.3,-30.820966,121.389513,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Bellamel Mining Ltd; Zijin Mining Group; Paddington Gold Pty LIMIted; Vox Royalty Australia Pty Ltd (Royalties%),2,2
Newhaven,Phillips Find,J01338,Operating,Mine,56609,0.758,2.32,0,0,0.0,Resource,"Indicated, Inferred",20/09/2022,25.0,16,229.5,183.1,-30.612844,120.965996,Blue Tiger Mines Pty Ltd,"Blue Tiger Mines Pty Ltd; Royal Gold, Inc. (Royalties%); Horizon Minerals Limited (100.00%); Bml Ventures Pty Ltd",3,4
Bird in the Hand,Coolgardie,J00014,Shut,Mine,56592,0.689,2.55,0,0,0.0,Resource,"Indicated, Inferred",31/12/2019,14.7,15,238.5,150.6,-30.986745,121.176211,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,4,4
Golden Ridge,Golden Ridge,J01021,Care and Maintenance,Mine,56216,1.42,1.23,0,0,0.0,Resource,"Indicated, Inferred",19/07/2023,29.8,25,287.3,188.0,-30.847831,121.667355,Black Mountain Gold Limited,Haoma Mining NL (Royalties%); Black Mountain Gold Limited; Horizon Minerals Limited (100.00%),2,20
Golden Lode/Goode,Golden Lode,J04001,Undeveloped,Deposit,56039,0.21,8.3,0,0,0.0,Resource,Inferred,27/02/1989,25.3,30,230.0,239.0,-30.06212,120.620351,Minstrel Resources Pty Ltd,Minstrel Resources Pty Ltd (100.00%),1,1
Cutters Ridge Main,Mungari,J04814,Care and Maintenance,Mine,56019,1.44,1.21,56019,1.44,1.21,Reserve,Probable,31/12/2021,26.7,15,244.0,172.7,-30.771688,121.182312,Evolution Mining Limited,Evolution Mining Limited (100.00%),1,1
Edwards Find,Marvel Loch - Southern Cross,J00226,Shut,Mine,55579,0.625,2.77,0,0,0.0,Resource,"Indicated, Inferred",24/07/2016,36.9,77,71.4,126.3,-31.566323,119.385885,Minjar Gold Pty Ltd,"Newcrest Mining Limited (Royalties%); Adelong Gold Limited (Royalties%); Minjar Gold Pty Ltd; Royal Gold, Inc. (Royalties%); Barto Gold Mining Pty Ltd (100.00%); Shandong Tianye Group Bid Co Pty Ltd; International Royalty Corporation (Royalties%)",2,6
Jones Find North,South Three - Kal East,J03356,Undeveloped,Deposit,55209,1.298,1.32,0,0,0.0,Resource,"Indicated, Inferred",04/03/2022,22.5,25,313.0,201.3,-30.894652,121.950554,Black Cat (Bulong) Pty Ltd,Gianni Peter Romeo (Royalties%); Black Cat (Bulong) Pty Ltd; Black Cat Syndicate Limited (100.00%),2,5
Parrot Feathers,Lindsays,J01525,Proposed,Mine,54087,0.401,4.2,0,0,0.0,Resource,"Indicated, Inferred",20/07/2015,46.4,25,305.8,238.3,-30.327454,121.691713,Nu-Fortune Gold Ltd,Nu-Fortune Gold Ltd; Auric Mining Limited; Top Global Mining Pty Ltd (Royalties%); NBC Mining Pty Ltd (Royalties%); Lmg (WA) Pty Ltd,2,8
Dinnie,Randalls - Mt Monger,J00251,Shut,Mine,53915,0.294,5.7,0,0,0.0,Resource,Inferred,30/06/2013,35.2,25,307.9,189.7,-31.010117,121.915507,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,1,1
Coolgardie Group,Coolgardie,J00014,Shut,Mine,52721,1.76,0.93,5594,0.145,1.2,Resource,"Indicated, Inferred, Measured",30/06/2003,15.1,15,239.6,155.0,-30.944797,121.18001,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,4,6
Bullabulling,Bullabulling,J00033,Operating,Other,51403,1.448,1.1,0,0,0.0,Resource,Inferred,31/12/2024,10.7,15,216.7,136.7,-31.04516,120.95547,Norton Gold FIelds Pty Ltd,Jervois Mining Ltd (Royalties%); Norton Gold FIelds Pty Ltd; Franco-Nevada Australia Pty Ltd. (Royalties%); Bullabulling Operations Pty Ltd; Bullabulling Gold Pty Ltd; Zijin Mining Group; Vox Royalty Australia Pty Ltd (Royalties%); Minerals 260 Limited (100.00%); Belararox Limited; Minerals 260 Holdings Pty Ltd,4,21
Navajo W,Binduli,J00019,Shut,Mine,51248,0.953,1.67,0,0,0.0,Resource,"Indicated, Measured",30/06/2002,38.5,15,261.9,176.1,-30.822856,121.389712,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Bellamel Mining Ltd; Zijin Mining Group; Paddington Gold Pty LIMIted; Vox Royalty Australia Pty Ltd (Royalties%),2,2
Golden Eagle UG,Davyhurst,J00084,Care and Maintenance,Mine,50348,0.484,3.24,0,0,0.0,Resource,"Indicated, Inferred, Measured",30/06/2022,25.5,30,233.7,241.0,-30.046118,120.655165,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",3,9
Zuleika N,Zuleika North - Ora Banda,J03563,Shut,Mine,49834,0.62,2.5,0,0,0.0,Resource,Inferred,14/01/2015,36.0,16,226.8,209.9,-30.338686,120.789814,Evolution Mining Limited,Evolution Mining Limited (100.00%),1,4
Tom Allen,Ora Banda,J04664,Undeveloped,Deposit,49737,0.91,1.7,0,0,0.0,Resource,Inferred,31/12/2014,45.1,16,247.3,210.7,-30.375585,121.051268,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Zijin Mining Group; Paddington Gold Pty LIMIted,1,3
Lady Jane,Zuleika North - Ora Banda,J03563,Shut,Mine,49634,0.62,2.49,0,0,0.0,Resource,Inferred,31/12/2015,38.7,16,223.0,212.6,-30.306548,120.72311,Evolution Mining Limited,Evolution Mining Limited (100.00%),1,3
Trump,New Bulong - Kal East,J01837,Undeveloped,Deposit,49631,0.678,2.28,0,0,0.0,Resource,"Indicated, Inferred",09/10/2020,14.8,25,300.0,204.7,-30.728732,121.773568,Black Cat (Bulong) Pty Ltd,Black Cat (Bulong) Pty Ltd; Vox Royalty Australia Pty Ltd (Royalties%); Black Cat Syndicate Limited (100.00%); Black Cat (Kal East) Pty Ltd,3,12
Black Rabbit,Davyhurst,J00084,Undeveloped,Deposit,48837,0.434,3.5,0,0,0.0,Resource,Inferred,30/06/2021,39.0,16,234.3,211.5,-30.334927,120.876308,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",1,6
Golden Eagle,Davyhurst,J00084,Care and Maintenance,Mine,48519,0.393,3.84,0,0,0.0,Resource,"Indicated, Inferred",08/04/2020,25.7,30,233.6,240.6,-30.049008,120.655711,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,18
Ben Hur 3,Binduli,J00019,Undeveloped,Deposit,48332,0.792,1.9,0,0,0.0,Resource,"Indicated, Inferred",16/12/1999,39.2,15,263.3,173.7,-30.859327,121.413813,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Bellamel Mining Ltd; Zijin Mining Group; Paddington Gold Pty LIMIted; Vox Royalty Australia Pty Ltd (Royalties%),2,2
Lindsays Central,Lindsays,J01525,Undeveloped,Deposit,48154,1.362,1.1,0,0,0.0,Resource,"Indicated, Inferred",20/07/2015,46.4,25,305.5,238.0,-30.328881,121.688066,Nu-Fortune Gold Ltd,Nu-Fortune Gold Ltd; Auric Mining Limited; Top Global Mining Pty Ltd (Royalties%); NBC Mining Pty Ltd (Royalties%); Lmg (WA) Pty Ltd,2,4
Celebration UG,South Kalgoorlie Operations,J00276,Undeveloped,Deposit,46588,0.5,2.9,0,0,0.0,Resource,"Indicated, Inferred",30/06/2015,47.0,25,277.2,169.6,-31.005898,121.590312,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,2,4
Big Blow,Coolgardie,J00014,Operating,Mine,46451,0.921,1.57,0,0,0.0,Resource,"Indicated, Inferred, Measured",31/12/2024,14.2,15,238.4,151.8,-30.973281,121.172794,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,3,21
Christmas FlatS,Randalls - Mt Monger,J00251,Shut,Mine,46370,0.424,3.4,0,0,0.0,Resource,Inferred,30/06/2013,35.3,25,308.2,189.9,-31.011168,121.918612,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,1,11
Missouri N,Davyhurst,J00084,Care and Maintenance,Mine,46176,0.563,2.55,0,0,0.0,Resource,"Indicated, Inferred, Measured",31/03/1997,46.5,29,247.2,225.7,-30.218277,120.954814,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",6,6
Green Light,Coolgardie,J00014,Undeveloped,Deposit,45636,1.218,1.17,0,0,0.0,Resource,"Indicated, Inferred",06/12/2021,16.6,15,240.8,158.1,-30.917069,121.186553,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,2,2
Forehand,Davyhurst,J00084,Undeveloped,Deposit,45622,0.844,1.68,0,0,0.0,Resource,Inferred,30/06/2021,13.9,30,249.4,273.4,-29.750456,120.574511,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,7
Goodenough,Goodenough,J02707,Undeveloped,Deposit,45367,0.716,1.97,0,0,0.0,Resource,"Indicated, Inferred",03/11/2020,15.6,29,291.1,287.0,-29.676896,121.077914,Resources & Energy Group Limited,Resources & Energy Group Limited (100.00%); Menzies GoldFIeld Pty Limited,2,5
Beaver,Binduli,J00019,Shut,Mine,44622,0.804,1.73,0,0,0.0,Resource,"Indicated, Inferred, Measured",31/08/2000,38.7,15,262.3,175.7,-30.830356,121.395609,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Bellamel Mining Ltd; Zijin Mining Group; Paddington Gold Pty LIMIted; Vox Royalty Australia Pty Ltd (Royalties%),3,3
Tindals Pit,Coolgardie,J00014,Shut,Mine,44532,0.545,2.54,0,0,0.0,Resource,"Indicated, Inferred",31/12/2019,14.5,15,238.3,150.4,-30.988675,121.17451,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,2,2
Matts Dam,Paddington - Mt Pleasant,J00292,Proposed,Mine,44419,1.0,1.38,0,0,0.0,Resource,Inferred,31/12/2014,33.7,16,238.6,193.9,-30.526584,121.028522,Norton Gold FIelds Pty Ltd,"Norton Gold FIelds Pty Ltd (100.00%); Royal Gold, Inc. (Royalties%); Zijin Mining Group; Keras Resources Plc; Paddington Gold Pty LIMIted",2,5
Walhalla,Davyhurst,J00084,Care and Maintenance,Mine,44156,0.771,1.78,0,0,0.0,Resource,"Indicated, Inferred",30/06/2021,35.4,30,226.5,229.4,-30.150208,120.65021,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",4,15
Trafalgar Pit,Golden Mile,J00102,Undeveloped,Deposit,43436,0.7,1.93,43436,0.7,1.93,Reserve,Probable,13/03/2001,40.1,25,274.7,185.7,-30.786927,121.517008,Northern Star Resources Ltd,Northern Star Resources Ltd (100.00%); Saracen Mineral Holdings Ltd; Northern Star (Klv) Pty Ltd; Northern Star (Saracen Kalgoorlie) Pty Ltd,1,1
Riverina South,Davyhurst,J00084,Proposed,Mine,43211,0.645,2.08,0,0,0.0,Resource,Inferred,09/10/2020,13.6,30,248.8,273.6,-29.748988,120.564913,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,2
Black Cat,Jaurdi - Cammi's Creek,J04253,Shut,Mine,42809,1.018,1.31,0,0,0.0,Resource,"Indicated, Inferred",01/06/2022,20.1,16,221.1,171.7,-30.706236,120.910014,Beacon Minerals Limited,Beacon Minerals Limited (100.00%); Beacon Mining Pty Ltd,2,20
Lady Harriet,Menzies,J01011,Shut,Mine,42600,1.11,1.19,0,0,0.0,Resource,"Indicated, Inferred",19/05/2025,11.5,29,284.6,281.0,-29.725058,121.036112,FMR INVESTMENTS PTY LIMITED,FMR INVESTMENTS PTY LIMITED; Brightstar Resources Limited (100.00%); Horizon Minerals Limited; Menzies Operational and Mining Pty Ltd; Bml Ventures Pty Ltd,2,8
Jaurdi,Jaurdi - Cammi's Creek,J04253,Care and Maintenance,Mine,42571,0.309,4.29,0,0,0.0,Resource,"Indicated, Measured",31/12/1993,21.0,16,223.1,174.0,-30.688696,120.925013,Beacon Minerals Limited,Beacon Minerals Limited (100.00%); Beacon Mining Pty Ltd,2,3
Ben Hur 2,Binduli,J00019,Shut,Mine,42362,0.732,1.8,0,0,0.0,Resource,Inferred,30/06/2005,39.2,15,263.2,174.3,-30.852065,121.410807,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Bellamel Mining Ltd; Zijin Mining Group; Paddington Gold Pty LIMIted; Vox Royalty Australia Pty Ltd (Royalties%),1,4
Lord Bob,Coolgardie,J00014,Shut,Mine,42182,0.82,1.6,0,0,0.0,Resource,Inferred,30/09/2005,10.1,15,230.9,143.5,-31.028877,121.103525,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,1,3
Dreadnought,Davyhurst,J00084,Undeveloped,Deposit,41779,0.546,2.38,0,0,0.0,Resource,"Indicated, Inferred, Measured",31/03/1997,46.4,29,247.2,225.8,-30.217568,120.955013,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",6,6
Battler,Battler,J04801,Care and Maintenance,Mine,41577,0.452,2.86,0,0,0.0,Resource,"Indicated, Inferred, Measured",10/12/2013,13.5,77,65.9,141.4,-31.346346,119.389607,China Hanking Holdings Limited,China Hanking Holdings Limited; Indus Mining Pty Ltd; Habrok (BaTTler Pit) Pty Ltd (100.00%),3,17
